source,target,relation,confidence
祖庙大街,佛山祖庙,属于时期,0.85
祖庙大街,文明里,同类,0.8
祖庙大街,长生树,同类,0.8
祖庙大街,会馆,承载文化,0.85
祖庙大街,《佛街山略》,记载于,0.9
祖庙大街,文明里,位于,0.8
祖庙大街,长生树,位于,0.8
三元市,祖庙,位于,0.9
民国《佛山忠义乡志》,三元市,记载于,1.0
灵应祠,佛山祖庙,关联人物,0.85
灵应祠,佛山忠义乡志,记载于,0.95
佛山祖庙,大魁堂,同类,0.85
光绪年间,祖庙,属于时期,0.9
社仓,同治续修《南海县志》,记载于,0.9
义仓,宣统续修《南县海志》,记载于,0.85
宣统续修《南县海志》,佛山义仓,记载于,0.9
佛山义仓,佛镇义仓总录,记载于,0.9
佛山祖庙,光绪,属于时期,0.85
同治续修《南海县志》,佛山祖庙,记载于,0.8
佛山碑刻,佛山祖庙,承载文化,0.75
乾隆《佛山忠义乡志》,灵应祠,记载于,0.85
万福台,祖庙,承载文化,0.8
陈炎宗,佛山忠义乡志,著有,1.0
佛山忠义乡志,乾隆,记载于,0.9
佛山祖庙,佛山市博物馆,位于,0.9
佛山祖庙,佛山镇,位于,0.9
佛山祖庙,佛山镇,属于时期,0.85
佛山木雕,佛山忠义乡志,记载于,0.85
泰隆,佛山木雕,关联人物,0.9
合成,佛山木雕,关联人物,0.9
佛山祖庙,木雕,承载文化,0.9
佛山祖庙,清末民初,属于时期,0.85
佛山祖庙,民国,属于时期,0.8
佛山祖庙,南海,属于时期,0.7
佛山冶铁业,佛山旧城区,位于,0.85
屈大均,佛山冶铁业,记载于,0.9
佛山旧城区,铸砧街,活动于,0.9
佛山旧城区,铁香炉街,活动于,0.9
佛山祖庙,佛山旧城区,位于,0.85
佛山祖庙,石湾,承载文化,0.9
乾隆《佛山忠义乡志》,相国寺,记载于,0.9
出秋色,乾隆《佛山忠义乡志》,记载于,0.9
佛山秋色,灯色,承载文化,0.9
乾隆《佛山忠义乡志》,佛山秋色,记载于,0.85
舞狮,龙舟说唱,同类,0.8
舞狮,秋色,关联人物,0.9
陈捷扬,佛山秋色,关联人物,0.85
乾隆《佛山忠义乡志》,祖庙,位于,0.8
佛山秋色,祖庙,承载文化,0.9
秋色,灵应祠,承载文化,0.9
灵应祠,北帝,承载文化,0.9
秋色,北帝,关联人物,0.9
秋色,北帝,承载文化,0.85
演神功戏,佛山,承载文化,0.8
琼花会馆,佛山,活动于,0.9
琼花会馆,清朝,属于时期,0.85
佛山,珠江三角洲,属于时期,0.9
佛山祖庙,万福台,承载文化,0.95
万福台,华光庙,同类,0.8
万福台,华光庙,活动于,0.85
琼花会馆,祖庙万福台,活动于,0.9
北帝,万福台,活动于,0.9
北帝,锦香池,活动于,0.9
清代,锦香池,始建于,0.85
清代,万福台,属于时期,0.9
清代,灵应祠,属于时期,0.85
忠乡义志,佛山镇,记载于,0.85
万福台,佛山镇,位于,0.95
万福台,佛山镇,活动于,0.9
佛山,祖庙,属于时期,0.8
万福台,佛山,盛产,0.75
出秋色,祖庙,发生于,0.85
演神功戏,祖庙,发生于,0.85
赵廷宾,佛山同知,属于时期,0.85
刘国光,佛山同知,属于时期,0.85
祖庙,嘉会堂,关联人物,0.9
佛山忠义乡志,崇正社,记载于,0.85
佛山忠义乡志,文昌书院,记载于,0.85
崇正社,文昌书院,同类,0.8
文昌书院,崇正社,同类,0.8
文昌书院,崇正社学,活动于,0.85
祖庙,崇正社学,活动于,0.85
祖庙,庆真楼,承载文化,0.95
李待问,佛山祖庙,属于时期,0.85
补鞋能,佛山祖庙,承载文化,0.85
祖庙,甘蔗,盛产,0.85
说书,祖庙,承载文化,0.85
祖庙,乾隆,记载于,0.85
佛山祖庙,康有为,关联人物,0.9
塔坡岗,塔坡寺,承载文化,0.85
塔坡寺,塔坡岗,位于,0.85
塔坡寺,佛山,位于,0.9
仁寿寺,佛山,位于,0.85
塔坡寺,唐贞观二年,始建于,0.95
仁寿寺,佛山,盛产,0.85
佛山祖庙,清顺治十三年,始建于,0.9
如意宝塔,仁寿寺,位于,0.85
佛山民间艺术社,佛山祖庙,承载文化,0.9
雍正五年,万真观,始建于,0.75
雍正八年,清水池,位于,0.8
佛山祖庙,万真观,承载文化,0.85
佛山祖庙,万真观,活动于,0.9
万真观,佛祖山庙,承载文化,0.85
接法事部,万真观,著有,0.95
李文田,南园,活动于,0.85
孔圣殿,祖庙,位于,0.95
小亭,祖庙,位于,0.95
花园,祖庙,位于,0.95
孔子石刻像,祖庙,承载文化,0.95
宣统二年,孔子石刻像,记载于,0.95
夏怡和店,清光绪二十三年,始建于,0.9
佛山孔庙,佛山祖庙,位于,0.85
佛山孔庙,古洛水,位于,0.8
佛山孔庙,清溪,位于,0.8
生菜会,佛山祖庙,承载文化,0.75
梁柱臣,走马路堂,创建修建,0.95
天主教,走马路堂,承载文化,0.8
雍正,祖庙,属于时期,0.75
咸丰八年,祖庙,属于时期,0.8
光绪十二年,祖庙,属于时期,0.75
佛山祖庙,忠乡义志,记载于,0.9
佛山祖庙,真武信仰,传承于,0.9
佛山,老姓,同族,0.9
霍氏,佛山,活动于,0.85
霍氏,佛山,属于时期,0.85
老姓,佛山,属于时期,0.85
科举,佛山,承载文化,0.85
正德九年,正德十六年,属于时期,0.9
李待问,佛山祖庙,活动于,0.9
李待问,佛山祖庙,著有,0.85
祖庙,李待问,创建修建,0.9
祖庙,李待问,承载文化,0.85
李待问,李氏大宗祠,创建修建,1.0
李氏,李待问,同族,0.8
崇正社学,佛山祖庙,属于时期,0.9
文昌书院,佛山祖庙,属于时期,0.85
通济桥,佛山祖庙,属于时期,0.9
李待问,崇正社学,创建修建,0.9
李待问,通济桥,创建修建,0.9
佛山祖庙,清代,始建于,0.9
佛山祖庙,清代,属于时期,0.8
祖庙,佛山碑刻,记载于,0.9
祖庙,佛山忠义乡志,属于时期,0.8
佛山祖庙,挂榜廊,位于,0.9
李待问,李氏,同族,1.0
李文田,田心书院,创建修建,0.8
陈炎宗,佛山书院,创建修建,0.8
霍氏,崇正社学,创建修建,0.8
李氏,李待问,关联人物,1.0
陈炎宗,陈氏,同族,1.0
陈炎宗,崇正社学,关联人物,0.85
崇正社学,佛山书院,同类,1.0
崇正社学,佛山忠义乡志,记载于,1.0
佛山书院,佛山忠义乡志,记载于,1.0
大魁堂,佛山祖庙,属于时期,0.85
灵应祠,崇正社学,承载文化,0.9
大魁堂,崇正社学,承载文化,0.9
佛山祖庙,崇正社学,承载文化,0.85
黄兴礼,汾江义学,创建修建,0.9
乾隆八年,汾江义学,始建于,0.9
杨楷,汾江义学,创建修建,0.9
王继嘉,佛山书院,创建修建,0.9
王继嘉,佛山书院,活动于,0.85
汾江义学,佛山书院,关联人物,0.8
灵应祠,佛山书院,承载文化,0.85
佛山忠义乡志,佛山书院,记载于,0.9
佛山祖庙,岭南,属于时期,0.8
佛山祖庙,万真观,位于,0.8
万真观,雍正八年,始建于,0.9
万真观,佛山祖庙,属于时期,0.85
灵应祠,佛山祖庙,活动于,0.9
万真观,佛山祖庙,承载文化,0.9
区瑞芝,万真观,活动于,0.9
区瑞芝,佛山忠义乡志,记载于,0.8
佛山忠义乡志,接法事部,记载于,0.9
灵应祠后楼,灵应祠头门,属于时期,0.9
潘姓,灵应祠头门,同族,0.8
陈姓,灵应祠头门,同族,0.8
余姓,灵应祠头门,同族,0.8
张姓,灵应祠头门,关联人物,0.8
灵应祠,余姓,关联人物,0.8
灵应祠,光绪,承载文化,0.85
佛山祖庙,广东新语,记载于,0.85
北帝诞,佛山祖庙,发生于,0.85
道光,佛山祖庙,属于时期,0.9
灵应祠头门,三元市,属于时期,0.8
接法事部,佛山祖庙,记载于,0.85
佛山祖庙,观音铜像,承载文化,0.9
佛山祖庙,嘉靖二十六年,始建于,0.85
观音铜像,嘉靖二十六年,记载于,0.8
祖庙,佛山,始建于,0.85
祖庙,光绪二十五年,记载于,0.95
祖庙,咸丰元年,记载于,0.95
佛山祖庙,同治八年,始建于,0.9
佛山祖庙,珠江三角洲,盛产,0.85
佛山祖庙,乾隆,属于时期,0.85
陈子升,佛山祖庙,关联人物,0.9
杨永斌,佛山祖庙,关联人物,0.85
佛山,清初,属于时期,0.85
佛山祖庙,大魁堂,关联人物,0.8
佛山祖庙,大魁堂,承载文化,0.9
佛山祖庙,义仓,承载文化,0.85
佛山祖庙,书院,承载文化,0.9
佛山祖庙,塔坡寺,位于,0.9
祖庙,民国,属于时期,0.85
祖庙,《佛山忠义乡志》,记载于,0.8
佛山祖庙,佛山影剧院,承载文化,0.85
佛山祖庙,北帝公,承载文化,0.9
佛山祖庙,佛山影剧院,同类,0.85
光绪六年,灵应祠,位于,0.9
陈姓,灵应祠,同族,0.85
大师,灵应祠,活动于,0.9
谭姓,灵应祠,关联人物,0.85
谭姓,灵应祠,同族,0.8
杨姓,灵应祠,关联人物,0.85
刘姓,灵应祠,关联人物,0.85
北帝公,佛山,关联人物,0.9
佛山祖庙,万福台,位于,0.95
佛山祖庙,灵应牌坊,位于,0.95
佛山祖庙,钟鼓楼,位于,0.95
佛山祖庙,三门,位于,0.95
佛山祖庙,前殿,位于,0.95
佛山祖庙,正殿,位于,0.95
佛山祖庙,庆真楼,位于,0.95
万福台,佛山祖庙,属于时期,0.9
灵应牌坊,佛山祖庙,属于时期,0.9
灵应牌坊,佛山祖庙,位于,0.85
佛山祖庙,万福台,属于时期,0.9
佛山祖庙,灵应牌坊,属于时期,0.9
佛山祖庙,锦香池,属于时期,0.9
佛山祖庙,三门,属于时期,0.9
佛山祖庙,庆真楼,属于时期,0.9
佛山祖庙,佛山市,位于,0.9
佛山祖庙,佛山市,活动于,0.85
佛山祖庙,佛山市,属于时期,0.8
祖庙,佛山日报,记载于,0.85
罗博士,祖庙,活动于,0.9
罗博士,祖庙,关联人物,0.95
祖庙,佛山日报,承载文化,0.8
灵应牌坊,祖庙,属于时期,0.85
陆教授,祖庙,关联人物,0.9
雷公,祖庙,位于,0.9
劳伯,祖庙,活动于,0.95
劳伯,祖庙,同族,0.8
劳伯,祖庙,关联人物,0.95
余庆里,佛山,位于,0.85
凤林茶楼,佛山,位于,0.8
黄伯,祖庙,活动于,0.9
佛山祖庙,祖庙,属于时期,0.85
佛山祖庙,灵龟池,位于,0.85
24孝,灵龟池,承载文化,0.9
灵龟池,祖庙,位于,0.9
祖庙,佛山,传承于,0.8
祖庙牌坊,佛山祖庙,属于时期,0.75
祖庙牌坊,佛山祖庙,承载文化,0.8
斩鸡赎罪,佛山祖庙,承载文化,0.85
北帝公,佛山祖庙,承载文化,0.9
北帝公,佛山祖庙,传承于,0.85
佛山祖庙,北帝公,传承于,0.85
北帝,斩鸡赎罪,承载文化,0.9
卢汉超,佛山祖庙,创建修建,0.85
叶志容,佛山祖庙,活动于,0.9
卢汉超,佛山祖庙,活动于,0.9
灵应牌坊,祖庙,位于,0.9
庆真楼,祖庙,位于,0.9
《南县海志》,《广通东志》,记载于,0.85
河宕,佛山镇,位于,0.8
书院,佛山镇,承载文化,0.85
庞岗,佛山镇,活动于,0.85
方献夫,佛山镇,活动于,0.85
朱次琦,佛山镇,活动于,0.85
康有为,佛山镇,活动于,0.85
何启,佛山,活动于,0.85
胡礼坦,佛山,活动于,0.85
邓慕韩,佛山,活动于,0.85
何香凝,佛山,活动于,0.85
谭平山,佛山,活动于,0.85
区梦觉,佛山,活动于,0.85
梁桂华,佛山,活动于,0.85
陈铁军,佛山,活动于,0.85
吴勤,佛山,活动于,0.85
罗登贤,佛山,活动于,0.85
九江双蒸酿制技艺,西樵山,承载文化,0.8
《佛山历史人物录》,佛山,属于时期,0.8
康有为,周敦颐,同族,0.95
康有为,陈白沙,同类,0.95
周敦颐,范仲淹,同类,0.9
周敦颐,阳春,活动于,0.85
周敦颐,九江镇,活动于,0.9
周敦颐,端州,关联人物,0.85
周敦颐,邵雍,同类,0.8
周敦颐,张载,同类,0.8
周敦颐,程颐,同类,0.8
周敦颐,南海县,属于时期,0.8
周敦颐,南海县志,记载于,0.8
南海县,广州府,属于时期,0.9
区适子,《三字经》,著有,0.9
林良,仁智殿,活动于,0.9
林良,南海,属于时期,0.9
林良,广东,同族,0.85
林良,明代,活动于,0.95
李子长,掷砚亭,创建修建,0.9
李长子,掷砚亭,创建修建,0.85
李子长,陈献章,同族,0.85
李子长,高剑父,同类,0.75
李子长,陈白沙,活动于,0.9
李子长,何藻翔,关联人物,0.85
梁灶,梁节,同族,0.8
梁节,佛山,出生于,0.9
曹表,光孝寺,活动于,0.9
湛若水,梁储,关联人物,0.85
梁灶,张氏,同族,0.8
梁灶,梁氏宗祠,关联人物,0.9
梁灶,武宗,活动于,0.85
清代,光绪,属于时期,0.9
光绪,佛山患义乡志,记载于,0.85
佛山祖庙,佛山患义乡志,记载于,0.85
罗黄,高明,出生于,0.9
罗黄,佛山博物馆,关联人物,0.8
罗黄党,佛山历史人物录,著有,0.9
罗黄党,八角亭,关联人物,0.9
黄士俊,万历三十五年,活动于,0.85
黄士俊,万历癸卯科,活动于,0.95
康有为,天启二年,活动于,0.85
李希孔,康生,关联人物,0.85
李希孔,康生,同族,0.7
李希孔,县志,记载于,0.85
李希孔,尊经阁,创建修建,0.85
万历丙午,万历,属于时期,0.85
剑公,罗浮山,关联人物,0.8
薛始享,天然和尚,关联人物,0.9
梁佩兰,佛山,活动于,0.85
佛山,顺治七年,属于时期,0.8
梁佩兰,南海,出生于,0.95
梁佩兰,杜甫,同类,0.85
梁佩兰,白居易,同类,0.85
梁佩兰,西樵山,关联人物,0.8
梁佩兰,黄河,著有,0.9
梁佩兰,法性寺,活动于,0.9
梁佩兰,长寿寺,活动于,0.9
梁佩兰,陈恭尹,同族,0.85
梁佩兰,陈恭尹,同类,0.85
梁佩兰,程可则,同族,0.85
梁佩兰,程可则,同类,0.85
岭南三大家,梁佩兰,著有,0.9
岭南七子,梁佩兰,著有,0.85
陈邦彦,陈恭尹,同族,0.85
陈邦彦,陈恭尹,创建修建,0.7
陈恭尹,岭南三大家,属于时期,0.85
岭南三大家,陈恭尹,著有,0.85
李成栋,陈恭尹,活动于,0.85
陈恭尹,何绛,关联人物,0.8
康有为,顺德,活动于,0.9
康有为,广州,活动于,0.9
康有为,增城,活动于,0.85
陈恭尹,西樵山,活动于,0.85
陈恭尹,岭南七子,同类,0.9
陈恭尹,杭世骏,关联人物,0.85
科举,义学,承载文化,0.8
石湖别业,诗社,承载文化,0.8
罗天尺,何梦瑶,同族,0.95
罗天尺,劳孝与,同族,0.95
罗天尺,吴世忠,同族,0.95
罗天尺,陈世和,同族,0.95
罗天尺,陈海,同族,0.95
罗天尺,何梦瑶,同类,0.95
罗天尺,劳孝与,同类,0.95
罗天尺,吴世忠,同类,0.95
罗天尺,陈世和,同类,0.95
罗天尺,陈海,同类,0.95
石湖别业,罗天尺,活动于,0.9
罗天尺,《广东通志》,著有,0.9
罗天尺,《五山志林》,著有,1.0
何禄,石龙,活动于,0.9
何禄,东江,活动于,0.85
何禄,叶名琛,发生于,0.8
何禄,陈开,关联人物,0.95
何禄,新造,活动于,0.8
何禄,顺德,活动于,0.85
何禄,东莞,活动于,0.85
何禄,增城,关联人物,0.9
叶名琛,咸丰五年,属于时期,0.85
叶名琛,广州,属于时期,0.9
英法联军,广州,盛产,0.95
何淡如,《佛山历史人物录》,记载于,0.9
何淡如,佛山,活动于,0.85
何淡如,何氏大宗祠,关联人物,0.8
何淡如,何氏大宗祠,同族,0.75
何淡如,南海博物馆,著有,0.9
佛山历史人物录,佛山,记载于,0.9
何淡如,光绪二十四年,活动于,0.7
何淡如,佛山镇,活动于,0.8
南海县志,佛山镇,记载于,0.9
梁耀枢,光华村,活动于,0.8
郑绍忠,佛山镇,活动于,0.85
郑绍忠,大旗头村,活动于,0.85
虎门,郑绍忠,活动于,0.85
文塔,大旗头村,位于,0.9
文塔,大旗头村,始建于,0.85
文塔,建威第,同类,0.8
文塔,尚书第,同类,0.8
郑绍忠,三水,活动于,0.9
梁融,大东沙,活动于,0.8
学宫,大东沙,位于,0.9
简朝亮,佛山镇,出生于,0.85
朱次琦,九江关氏,同族,0.8
朱次琦,云泉仙馆,活动于,0.75
简朝亮,九江关氏,同族,0.8
朱次琦,康有为,同族,0.8
朱次琦,康有为,活动于,0.8
简朝亮,朱次琦,关联人物,0.9
简朝亮,康有为,同族,0.8
林树申,佛山镇,出生于,0.85
林树申,康有为,同族,0.7
林树申,佛山,活动于,0.9
林树申,佛山,著有,0.8
孙中山,中山桥,承载文化,0.85
孙中山,中山公园,承载文化,0.85
康有为,强学会,关联人物,0.9
梁启超,强学会,关联人物,0.9
康有为,光绪十八年,活动于,0.85
何藻翔,孙中山,关联人物,0.8
何藻翔,《岭诗南存》,著有,0.85
薛广森,梁墨缘,关联人物,0.9
欧博明,袁世凯,同族,0.85
欧博明,梁启超,同族,0.85
孙中山,潘受之,关联人物,0.85
潘受之,孙中山,关联人物,0.85
潘受之,孙中山,活动于,0.8
邓实,光绪二年,活动于,0.85
八国联军,《辛丑条约》,发生于,0.9
邓实,黄节,同族,0.85
邓实,黄节,活动于,0.9
邓实,《政艺通报》,著有,0.9
邓实,黄节,关联人物,0.85
杨晋初,罗南村,出生于,0.95
罗南村,罗村,属于时期,0.85
罗南村,南海县,属于时期,0.9
杨大贯,公昌皮厂,创建修建,0.85
杨大丽,同乐皮厂,创建修建,0.85
罗南村,公昌皮厂,位于,0.9
罗南村,同乐皮厂,位于,0.9
杨晋初,罗村,活动于,0.85
环村河渠,罗村,位于,0.85
环村河渠,罗村,承载文化,0.8
陈富,石湾窑,活动于,0.85
陈富,石湾陶,关联人物,0.85
陈富,石湾,活动于,0.8
陈富,陈渭岩,同族,0.7
陈富,潘玉书,同族,0.7
陈富,霍津,同族,0.7
陈富,刘传,同族,0.7
孙中山,西樵山,活动于,0.7
邓慕韩,孙中山,活动于,0.85
孙中山,邓慕韩,活动于,0.85
邓慕韩,中国同盟会,属于时期,0.85
邓慕韩,洪门,同族,0.85
中国同盟会,孙中山,创建修建,0.9
孙中山,新加坡,活动于,0.85
邓慕韩,孙中山,同族,0.85
邓慕韩,广三铁路,活动于,0.9
邓慕韩,广三铁路,承载文化,0.85
邓慕韩,孙中山,著有,0.95
邓慕韩,南海,活动于,0.85
邓慕韩,广州,活动于,0.9
何竹林,清代,属于时期,0.8
何竹林,广州,活动于,0.9
何竹林,佛山,活动于,0.85
孙中山,广州,活动于,0.9
何竹林,孙中山,关联人物,0.85
何竹林,苏兆征,关联人物,0.8
何竹林,陈郁,关联人物,0.8
何竹林,《南海县志》,记载于,0.8
梁敦远,南海县志,记载于,0.8
梁敦远,佛山精武会,创建修建,0.85
梁敦远,佛山精武会,活动于,0.9
梁敦远,佛山精武会,著有,0.8
鹰爪,佛山精武会,承载文化,0.9
星螂,佛山精武会,承载文化,0.9
何晓生,里水圩,活动于,0.9
吴采南,佛山镇,活动于,0.9
吴采南,佛山镇,出生于,0.85
吴采南,居仁里南边埠,出生于,0.95
吴采南,石路街,活动于,0.85
吴采南,佛山,活动于,0.9
吴采南,居仁里南边埠,同族,0.75
吴采南,石路头,活动于,0.95
粤剧,佛山镇,承载文化,0.9
吴氏大宗祠,吴肇钟,活动于,0.8
周启刚,西樵太平村,出生于,0.85
周启刚,评莲书室,活动于,0.9
周启刚,法国,活动于,0.85
周启刚,国民党,关联人物,0.95
周启刚,陈树人,同族,0.85
周启刚,抗日战争,承载文化,0.85
周启刚,抗日战争,活动于,0.9
周启刚,《海外问题集》,著有,0.95
戴翼丰,佛山孔庙,活动于,0.85
戴翼丰,南海师范,活动于,0.9
戴翼丰,南海师范,著有,0.85
南海师范,西樵山,位于,0.75
康有为,华侨中学,创建修建,0.85
康有为,满江红,著有,0.85
戴辟丰,佛山市志,记载于,0.9
戴辟丰,南海县志,记载于,0.9
佛山忠义乡志,罗原觉,关联人物,0.8
佛山忠义乡志,罗文俊,关联人物,0.8
罗文俊,罗原觉,同族,0.9
罗原觉,罗文俊,同族,0.95
罗原觉,叶恭绰,关联人物,0.8
罗原觉,洗玉清,关联人物,0.8
罗原觉,高剑父,关联人物,0.8
罗原觉,高奇峰,关联人物,0.8
罗原觉,陈树人,关联人物,0.8
罗原觉,康有为,关联人物,0.9
罗原觉,梁启超,关联人物,0.9
高剑父,香港,活动于,0.85
李仙根,香港,活动于,0.85
李景康,香港,活动于,0.85
洗玉清,香港,活动于,0.85
罗原觉,南海县志,记载于,0.9
梁启超,罗原觉,关联人物,0.85
钱大权,精武会,活动于,0.9
钱大权,中华音乐会,活动于,0.9
何氏,《王琶乐谱》,著有,0.85
白驹荣,粤剧,活动于,0.85
白驹荣,粤剧,传承于,0.85
白驹荣,《拉郎配》,著有,0.85
《顺德县志》,白驹荣,记载于,0.8
精武会,佛山,承载文化,0.85
精武会,佛山精武会,承载文化,0.85
李佩纺,佛山精武会,活动于,0.7
李佩纺,精武会,关联人物,0.8
佛山精武会,中山公园,位于,0.85
佛山精武会,梁敦远,创建修建,0.9
佛山精武会,李佩弦,创建修建,0.85
李佩弦,虚云大师,传承于,0.85
